DP05_0024PE,DP05_0018E,DP03_0066PE,DP02_0061PE,DP03_0009PE,DP03_0033PE,DP03_0028PE,DP05_0070PE,DP04_0076E,DP05_0003PE,DP03_0010PE,DP03_0099PE,DP04_0047PE,DP04_0134E,DP04_0014PE,DP04_0003PE,DP03_0119PE,DP03_0061PE,DP03_0088E,DP02_0115PE,DP04_0058PE,DP05_0044PE,DP05_0038PE,DP05_0039PE,DP03_0062E,state,county,tract
21.5,52.3,57.9,25.4,7.8,0.0,43.4,31.6,812,53.1,659,20.9,88.9,519,2.0,5.1,36.1,2.3,21038,4.3,41.9,0.0,28.8,2.6,20203,48,027,020701
15.6,51.1,39.1,11.1,13.6,0.0,12.7,16.1,553,44.9,527,29.9,64.9,810,6.7,14.1,15.0,1.6,21861,30.0,14.1,0.0,14.2,2.0,31098,48,027,020702
14.7,31.6,40.3,14.8,12.8,0.0,22.0,32.7,1268,59.5,1337,21.1,41.5,923,0.6,12.1,43.2,1.5,17979,16.3,17.9,0.0,30.9,3.6,23577,48,027,020800
19.7,30.1,50.3,19.3,4.5,1.2,23.0,16.8,1182,51.2,1340,27.8,69.1,1057,1.3,10.3,27.3,3.6,21830,10.3,14.7,0.0,13.2,5.7,36579,48,027,020900
12.0,36.2,23.9,9.8,5.0,1.2,13.9,18.9,1814,51.7,1592,18.4,79.1,1063,2.7,8.8,22.3,2.5,28745,11.2,15.8,0.0,16.7,0.6,48092,48,027,021000
18.2,31.6,26.8,2.6,10.0,0.0,6.1,24.8,1520,56.2,1481,14.4,84.3,1310,0.0,6.8,0.0,3.5,36031,2.0,3.1,0.0,12.6,0.0,61818,48,027,021101
11.0,32.2,32.4,18.0,7.2,2.5,25.4,14.2,1025,48.6,1181,28.5,50.4,1197,0.0,16.1,16.0,3.7,25125,6.0,5.9,0.0,10.1,0.2,47226,48,027,021102
12.9,31.1,24.8,3.4,5.0,0.0,22.3,19.7,1518,49.1,1479,13.2,68.6,1148,0.0,10.8,20.2,2.4,28643,3.5,11.4,0.0,15.6,0.1,59554,48,027,021201
18.1,33.7,28.0,3.7,6.9,0.0,22.2,13.2,1585,52.1,1530,17.9,52.3,976,0.0,5.4,5.3,6.9,32976,4.8,2.0,0.8,11.6,0.9,60625,48,027,021202
26.6,37.7,44.9,5.8,3.8,3.2,12.9,5.0,1983,49.2,1923,13.2,44.7,1120,4.8,5.7,10.8,5.7,35223,9.6,7.3,0.0,2.4,0.0,51652,48,027,021203
19.9,31.6,42.1,2.7,12.9,2.3,13.3,12.0,2178,55.4,2195,10.0,44.8,1628,0.0,2.9,15.9,6.6,30089,1.1,6.2,0.0,10.0,0.0,52273,48,027,021301
38.7,58.4,61.0,1.0,6.3,0.6,16.7,11.5,1095,55.7,1277,6.0,26.7,1257,0.0,21.9,10.8,7.6,43045,1.1,5.0,0.0,9.1,0.4,70250,48,027,021302
12.5,37.3,17.3,7.5,12.9,0.0,3.3,15.6,2157,56.5,2451,20.7,65.6,1323,2.1,3.0,11.4,3.6,34216,8.5,9.9,0.0,8.3,0.0,65694,48,027,021304
15.1,34.3,29.2,5.9,4.8,3.7,16.0,10.3,2440,55.3,2589,4.9,23.0,1732,0.7,9.9,2.8,11.7,46944,4.9,0.0,0.0,9.5,0.0,110282,48,027,021305
13.7,36.0,28.8,9.1,1.7,4.8,9.9,2.7,1666,48.9,1761,9.1,16.9,1274,17.8,6.6,5.8,10.9,41726,6.3,4.3,0.0,0.1,0.2,87300,48,027,021400
7.9,26.5,17.1,10.1,2.0,0.0,33.5,22.5,1302,53.5,1499,19.1,43.1,1093,10.9,3.8,11.5,0.0,19724,15.8,15.9,0.0,15.5,0.0,45651,48,027,021501
12.8,30.2,29.0,5.9,7.5,1.0,15.7,15.2,1391,54.1,1772,13.9,11.9,1498,5.2,3.0,1.4,8.6,37647,3.7,1.8,0.0,9.4,0.0,96557,48,027,021502
12.8,34.7,31.4,14.1,3.3,3.0,21.4,10.7,1987,46.4,2201,24.5,48.3,961,7.1,13.5,14.3,4.6,22250,11.4,5.7,0.0,8.4,0.5,47866,48,027,021601
6.6,20.1,35.1,12.1,6.1,1.1,18.1,16.0,482,67.2,1796,16.6,64.3,1022,10.7,5.9,18.3,6.4,15496,4.7,7.1,0.0,15.0,0.2,34113,48,027,021602
13.6,33.0,26.5,1.7,0.8,1.0,7.0,4.1,2304,52.0,2458,7.6,33.8,1526,4.6,2.7,2.4,34.8,76397,0.8,1.0,0.0,2.3,0.0,101167,48,027,021701
20.8,34.3,27.2,3.9,2.7,10.9,22.3,6.2,1861,53.4,1837,16.3,59.3,1294,0.7,7.6,16.9,10.7,45023,0.7,2.3,0.0,5.5,0.4,62426,48,027,021702
10.5,30.7,19.3,6.6,1.8,0.3,21.9,23.8,2287,48.7,1948,14.2,35.4,1160,26.5,5.3,11.2,4.7,31717,2.3,2.5,0.0,22.4,0.3,67835,48,027,021801
13.9,40.9,33.0,6.0,1.2,0.0,9.2,12.2,1867,45.6,2235,19.4,18.6,1165,19.4,9.7,5.8,20.8,55112,15.9,6.1,0.0,8.9,0.7,117515,48,027,021802
24.6,38.5,29.1,4.0,3.8,0.0,12.1,19.5,1369,56.6,1443,23.1,52.9,877,8.3,10.2,6.1,3.4,32467,3.6,29.6,0.0,17.9,0.6,43591,48,027,021901
11.1,34.2,24.2,2.0,9.2,0.0,15.2,26.4,1306,49.1,1635,7.8,8.3,1566,1.9,6.5,6.2,16.7,43218,1.2,4.4,0.0,24.3,0.0,126868,48,027,021905
6.1,36.1,17.2,2.8,7.1,0.1,23.6,35.7,1506,49.2,1761,1.3,16.4,2242,0.6,2.3,3.2,8.0,37037,2.4,0.7,0.0,34.1,0.9,113913,48,027,021906
7.0,26.3,20.2,2.8,2.4,1.9,18.0,33.1,2218,54.9,2698,13.2,50.3,1127,0.9,2.6,10.6,9.5,33391,2.0,5.8,0.0,29.8,3.3,78297,48,027,021907
11.5,37.5,26.6,2.7,5.4,1.3,9.5,27.1,2659,53.4,3020,3.3,31.7,1317,12.5,5.4,6.0,10.5,44615,3.6,2.6,0.0,24.3,0.9,91595,48,027,021908
9.0,36.3,19.2,11.5,2.7,2.6,24.3,37.5,1898,51.3,1751,15.7,71.2,1054,24.1,13.6,29.2,1.5,25257,10.6,5.9,0.0,33.9,0.2,40882,48,027,022001
7.5,33.4,13.4,4.1,5.5,0.0,19.7,10.2,1924,39.9,1703,25.1,31.2,1017,23.0,4.3,11.5,18.4,43790,0.3,2.8,0.0,9.6,0.2,95385,48,027,022002
12.3,33.7,20.7,4.6,2.4,0.0,26.3,46.5,1972,46.0,1651,17.8,63.2,928,0.0,9.7,18.6,0.4,27946,6.7,5.3,0.2,39.9,2.2,50770,48,027,022101
6.6,28.7,25.9,5.6,19.4,0.0,22.0,55.8,1872,51.4,2081,10.8,36.5,1469,2.5,4.4,11.6,3.0,33126,5.7,0.7,0.0,53.0,0.0,68969,48,027,022103
15.9,30.9,25.0,3.2,12.0,0.9,26.8,51.6,1964,52.4,1942,19.9,64.6,936,0.0,8.9,21.0,0.5,26173,4.6,7.0,0.0,47.3,0.0,39038,48,027,022104
10.4,27.5,29.6,6.4,13.4,1.8,24.3,44.8,801,48.4,786,8.3,48.4,1190,0.3,9.8,14.0,1.6,24230,4.1,1.9,0.0,35.3,1.1,52396,48,027,022105
7.6,29.3,15.4,8.8,12.4,0.6,20.0,34.2,2250,50.2,1868,24.1,86.8,1113,0.6,12.1,5.2,0.7,34006,7.2,8.4,0.0,31.7,1.9,54325,48,027,022200
5.6,25.2,16.0,7.7,9.6,0.0,14.5,50.1,1698,55.7,1682,12.9,61.4,1192,28.9,27.7,32.5,1.5,19188,5.6,5.3,0.0,48.7,0.0,37667,48,027,022300
10.1,35.3,20.0,7.9,9.1,0.0,17.7,41.7,2308,49.2,2297,24.2,47.2,1137,0.6,8.2,11.0,3.9,29091,4.7,3.7,0.0,30.1,0.3,56848,48,027,022401
7.9,31.6,19.4,0.3,6.1,1.0,15.5,48.8,2536,50.4,2914,10.2,14.1,2085,0.0,3.9,7.1,8.6,37874,4.3,0.0,0.0,43.6,0.0,107958,48,027,022402
13.2,35.5,25.7,4.0,6.9,4.2,19.0,44.4,1649,49.8,1740,11.1,20.3,1515,1.4,3.4,9.1,2.7,32799,5.4,3.3,0.0,35.2,0.7,77337,48,027,022403
3.4,22.8,6.9,4.6,20.6,0.0,19.1,43.8,1215,44.9,967,6.9,80.6,1357,0.0,6.9,9.2,1.7,33130,2.2,1.2,0.0,41.5,0.0,54281,48,027,022405
11.7,36.8,26.6,3.0,2.0,1.0,11.4,44.8,1788,47.2,1708,9.7,34.5,1248,0.0,1.8,3.3,3.9,37202,4.0,1.1,0.2,40.5,0.8,84514,48,027,022406
5.7,33.1,8.7,3.6,1.7,0.0,12.3,38.4,1224,52.2,1354,8.8,17.8,1809,1.0,2.9,7.4,5.1,30435,7.1,4.4,0.0,33.4,0.9,61892,48,027,022407
13.8,30.7,28.1,2.2,15.9,0.0,23.1,34.4,1472,53.3,1458,12.7,67.1,944,0.0,3.5,11.3,2.9,33119,6.1,10.7,0.0,25.2,0.0,46124,48,027,022501
12.5,28.7,17.8,2.4,4.7,0.0,12.1,41.9,2175,52.0,1849,16.7,64.8,1167,0.0,11.9,13.2,4.7,35142,6.1,7.4,0.0,38.5,0.0,55916,48,027,022503
5.9,33.9,22.0,6.3,15.0,0.0,11.9,26.6,2727,47.0,2938,14.2,12.4,1248,5.7,4.4,12.7,6.9,32005,3.7,2.1,0.0,19.2,0.4,90972,48,027,022504
12.1,30.7,21.8,17.5,8.9,0.0,21.4,32.5,2095,43.0,1390,33.3,80.3,827,0.0,16.2,17.2,0.0,23746,6.2,18.4,0.0,31.7,0.0,38727,48,027,022600
5.3,33.0,19.1,17.1,19.7,0.0,41.0,41.8,1285,49.0,966,32.0,90.4,721,0.9,24.1,18.5,0.0,17497,7.0,22.3,0.0,38.3,0.0,32111,48,027,022801
15.5,27.3,18.5,8.3,19.2,0.0,22.5,35.9,1780,57.2,1668,17.7,79.7,915,6.3,21.7,33.4,0.8,18517,11.7,13.2,0.0,27.6,1.9,35847,48,027,022900
4.2,26.5,12.0,4.4,15.1,0.9,10.8,50.8,2103,48.7,2086,4.1,24.8,1721,0.0,2.3,9.3,9.3,29809,7.5,0.7,0.0,37.6,0.2,75208,48,027,023001
17.9,39.4,24.0,3.1,3.3,0.0,17.9,30.3,1575,42.6,1404,13.8,52.5,928,9.1,6.3,4.8,7.6,45272,11.3,3.1,0.0,29.1,1.0,61260,48,027,023002
14.2,30.7,20.5,7.9,21.4,0.0,15.5,51.9,1875,48.3,1621,16.0,50.0,1075,0.6,8.7,26.5,2.8,27601,5.8,3.4,0.0,45.4,0.0,47227,48,027,023103
15.8,35.1,19.2,3.7,16.4,0.0,27.2,33.0,1466,46.8,1262,15.3,63.6,1169,0.0,13.1,7.9,1.2,28191,5.9,1.8,0.0,31.5,0.0,44786,48,027,023104
7.4,35.2,19.1,5.4,4.6,0.0,24.2,47.9,1348,43.7,1207,19.7,48.1,1469,1.6,5.4,0.0,7.6,38899,3.2,6.9,0.0,46.0,0.0,69833,48,027,023109
3.1,28.0,12.3,4.7,20.3,0.0,53.5,69.5,1730,55.3,1915,25.8,94.3,1081,18.6,6.8,36.0,0.0,17964,1.7,6.0,0.0,57.8,0.0,34862,48,027,023110
3.2,26.2,11.7,1.0,8.2,3.0,11.2,51.3,1805,52.9,2010,7.2,59.1,1722,1.1,10.1,11.3,4.4,32565,3.7,0.0,0.0,36.7,0.0,81797,48,027,023111
3.5,31.6,7.9,3.2,10.0,2.5,29.4,38.5,1653,50.2,1853,14.6,62.3,1196,0.8,10.7,4.6,3.4,24898,10.3,0.6,0.0,37.2,1.2,54725,48,027,023112
5.9,29.0,16.0,1.7,3.5,0.0,15.2,46.9,2099,59.5,2140,17.0,47.3,1054,0.0,5.1,14.2,0.0,27477,5.0,6.9,0.0,39.3,2.0,47964,48,027,023113
6.5,25.4,18.4,10.5,13.0,0.0,25.7,43.5,1591,57.8,1871,11.3,51.4,1168,0.0,4.1,8.2,0.0,25521,6.7,6.0,0.2,36.8,0.2,53051,48,027,023114
3.3,31.6,6.9,4.2,10.7,0.0,28.5,44.6,1532,45.0,1784,23.0,53.8,1556,0.0,8.8,12.4,1.2,30073,2.6,1.0,0.0,40.4,1.9,90515,48,027,023115
4.3,27.8,16.0,2.1,10.2,0.0,19.1,58.1,2140,47.0,2376,11.9,43.4,1644,0.0,9.7,19.6,5.7,27509,1.9,5.6,0.0,45.7,0.1,85208,48,027,023116
3.2,27.0,14.5,0.5,7.2,0.0,15.1,49.3,1966,50.0,1925,13.3,45.5,1378,5.0,5.3,10.9,0.0,24308,6.2,0.0,0.0,44.0,1.2,58493,48,027,023117
4.6,27.8,12.4,4.3,7.5,3.2,13.2,42.7,2361,53.6,2689,12.7,17.8,1579,8.4,1.5,17.5,2.1,23716,2.3,0.0,0.0,36.3,0.6,64049,48,027,023118
0.5,25.0,4.8,0.3,22.1,0.0,13.7,15.7,481,48.2,414,1.4,100.0,1416,0.0,41.3,8.0,6.0,34308,2.3,0.8,0.0,11.2,1.0,83977,48,027,023201
0.0,21.4,1.4,0.0,13.2,0.0,21.2,34.4,914,34.6,1128,1.6,100.0,1365,0.0,27.8,10.8,2.0,22152,3.2,0.0,0.1,29.2,0.1,55795,48,027,023202
1.8,23.6,5.6,0.7,17.6,0.0,25.6,21.0,664,48.1,667,2.4,100.0,1305,2.1,30.6,2.4,1.7,20233,3.2,0.0,0.0,16.4,0.2,56837,48,027,023203
0.1,21.2,1.5,1.0,3.7,0.0,22.0,19.3,271,16.8,456,6.5,96.3,1390,2.1,49.3,14.0,0.0,24087,4.6,2.2,0.5,17.4,1.5,56023,48,027,023204
18.9,48.8,34.6,2.9,3.8,1.1,10.1,12.3,1922,48.0,1982,10.8,6.9,1720,13.0,9.9,6.3,11.4,42116,6.0,0.0,0.0,11.2,0.5,103810,48,027,023301
17.7,40.6,33.0,2.0,2.0,1.5,14.2,37.6,1401,53.7,1690,5.8,8.0,1708,7.9,0.0,3.8,9.7,41968,4.0,3.9,0.0,29.7,0.8,89855,48,027,023302
22.3,40.7,42.8,8.4,2.0,1.0,18.4,6.5,1895,49.2,2037,14.3,19.9,979,14.4,10.5,9.5,8.5,34007,3.2,3.4,0.0,2.2,0.0,81094,48,027,023402
24.5,50.2,38.1,7.2,5.0,0.8,18.4,3.5,1845,51.9,2101,15.8,17.7,828,23.6,5.7,2.1,13.2,46557,3.5,0.9,0.0,1.7,0.0,87543,48,027,023404
24.9,45.2,41.7,2.0,2.8,0.5,9.8,0.0,1149,51.4,1207,10.6,6.4,1415,1.7,2.0,4.2,27.9,53829,1.4,1.3,0.0,0.0,0.2,109031,48,027,023405
18.5,43.4,30.7,1.2,0.3,0.3,14.1,6.9,1555,57.0,1711,8.4,13.2,1130,14.2,9.2,3.3,9.1,55933,1.1,2.3,0.0,6.4,0.1,107835,48,027,023406
6.8,33.5,25.9,13.0,18.5,7.5,28.3,33.6,802,46.2,805,36.7,68.0,765,0.0,24.2,43.7,0.6,15713,17.4,19.3,0.0,27.7,1.5,23032,48,027,023500
0.0,19.9,-666666666.0,0.0,0.0,0.0,0.0,11.2,0,21.4,46,-666666666.0,-666666666.0,-666666666,-666666666.0,-666666666.0,-666666666.0,-666666666.0,27676,0.0,-666666666.0,0.0,4.2,0.0,-666666666,48,027,980001
-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,0,-666666666.0,0,-666666666.0,-666666666.0,-666666666,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,48,027,980002
-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,0,-666666666.0,0,-666666666.0,-666666666.0,-666666666,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,48,027,980003
21.8,36.8,24.7,1.6,2.6,4.7,19.2,8.5,2531,40.9,1402,11.2,94.1,1328,1.5,25.0,8.3,2.8,44519,10.0,25.9,0.0,7.6,1.3,42823,48,029,110100
11.4,37.1,28.0,5.3,1.2,3.3,19.1,2.3,1137,51.8,1075,13.8,65.5,1315,0.0,33.8,21.9,2.5,27109,14.1,15.8,0.0,1.5,0.0,54609,48,029,110300
8.3,24.9,16.1,18.4,13.1,1.0,29.1,8.0,1033,57.3,970,11.6,84.1,399,0.7,11.1,53.8,1.9,14664,17.4,42.1,0.0,7.7,1.5,21146,48,029,110500
8.3,38.8,49.4,22.6,28.4,0.0,42.0,19.3,1487,25.3,1395,24.6,90.8,772,0.3,9.2,21.4,0.0,13323,16.3,35.1,0.0,18.1,2.6,20835,48,029,110600
21.5,42.4,34.7,11.3,3.5,0.0,44.3,4.0,484,44.8,391,26.8,72.7,675,0.0,27.2,27.8,0.0,21236,31.6,25.8,0.0,2.6,2.3,26806,48,029,110700
15.0,33.2,21.7,15.5,7.7,0.5,16.1,15.6,1207,46.2,890,17.8,81.3,1253,0.0,26.8,27.7,2.3,36079,8.9,19.1,0.0,13.4,0.1,56792,48,029,111000
15.5,34.7,13.0,3.7,6.1,1.7,12.3,4.4,2285,45.8,1499,11.1,88.4,1579,0.1,25.6,0.0,14.7,70540,5.3,13.1,0.0,2.2,0.3,78719,48,029,111100
0.6,21.0,0.8,0.5,7.6,2.4,15.3,19.6,991,42.8,1904,1.0,99.6,2196,0.0,15.1,10.5,15.3,26830,2.9,0.5,0.1,15.7,1.4,100096,48,029,120100
13.1,41.4,23.4,0.0,1.5,0.8,8.0,1.5,1417,42.9,1174,1.8,39.0,1313,0.0,11.3,5.3,32.5,72478,1.7,3.0,0.0,1.5,0.8,98393,48,029,120301
18.3,39.9,24.5,1.7,1.5,1.9,4.1,1.8,1639,55.9,1748,0.8,17.9,2174,0.0,17.4,0.0,56.0,113118,1.3,2.0,0.0,0.7,1.5,229107,48,029,120302
33.3,51.0,46.1,0.6,7.6,0.0,14.8,3.2,1190,48.2,1165,13.1,27.3,1071,0.0,4.3,9.7,24.2,59059,10.3,1.3,0.0,3.0,0.4,85795,48,029,120401
16.5,43.7,29.5,0.5,0.0,1.8,9.8,0.0,1004,55.2,1147,5.4,6.6,-666666666,0.0,7.0,0.0,75.1,141887,3.3,0.0,0.0,0.0,0.0,250001,48,029,120402
10.6,30.8,18.7,9.7,10.0,0.0,26.6,17.6,1862,52.7,2047,22.1,49.1,954,4.8,6.4,35.3,0.9,22824,19.9,13.7,0.0,16.9,0.8,51786,48,029,120502
17.2,38.8,36.1,6.0,3.7,0.0,27.9,22.9,1736,48.2,1278,19.3,77.6,1031,0.0,6.5,19.5,0.6,26818,12.0,17.9,0.0,13.8,1.0,41638,48,029,120503
17.3,43.6,39.3,7.7,2.1,0.0,26.3,9.8,2755,45.9,2240,20.0,44.2,891,0.6,1.3,10.3,1.2,29115,20.9,0.8,0.0,7.1,5.0,57612,48,029,120504
12.8,36.0,21.1,7.4,10.3,1.1,24.4,4.7,1328,57.5,1250,32.9,69.0,1212,0.0,19.6,5.2,6.2,38139,11.2,5.0,0.0,4.1,0.0,60385,48,029,120601
10.1,31.7,14.5,0.6,3.4,2.6,10.0,9.3,2027,52.2,1705,8.9,64.0,1518,0.0,7.1,7.6,16.3,61007,3.2,4.4,0.0,3.6,0.4,79366,48,029,120602
16.2,35.1,30.1,6.9,4.0,0.4,17.8,3.5,2483,53.9,2415,15.8,64.0,1424,0.0,13.6,2.3,6.4,43011,14.3,3.6,0.0,1.5,0.0,64599,48,029,120701
26.6,51.1,38.4,0.4,2.0,0.0,6.7,1.8,2550,57.2,2540,8.0,66.6,1785,0.0,18.4,1.3,24.4,79652,1.6,9.8,0.0,1.8,0.0,83029,48,029,120702
14.7,38.9,22.8,0.0,2.7,0.7,11.4,4.4,2863,55.2,2936,2.2,22.2,1234,0.0,10.0,3.0,31.5,64402,1.9,0.5,0.0,4.4,0.0,132477,48,029,120800
19.4,40.7,36.2,0.8,5.6,0.0,9.9,5.1,991,57.8,1122,27.1,58.4,1300,0.0,10.5,12.8,12.8,41942,12.3,21.5,0.0,5.1,0.0,62321,48,029,120901
16.9,38.5,22.1,2.1,8.8,0.5,12.6,20.3,3443,55.5,3020,16.9,75.7,1271,0.0,12.2,11.8,11.1,50942,5.4,8.4,0.0,19.9,1.5,62101,48,029,120902
15.1,35.4,26.4,4.9,5.7,1.8,14.8,8.3,2667,54.8,3074,16.1,38.1,1030,1.7,12.5,9.5,3.8,29786,9.9,2.1,0.0,1.8,1.9,60425,48,029,121000
11.0,35.6,19.0,0.0,2.6,1.0,11.0,7.7,2092,46.7,2189,18.1,28.5,1503,1.2,4.6,4.7,12.3,54812,5.3,0.6,0.0,7.3,0.1,84048,48,029,121110
19.2,36.0,25.6,8.2,6.5,0.0,14.9,10.8,2713,56.0,3210,12.7,26.9,1357,0.0,1.5,7.4,3.4,33691,5.8,2.8,0.0,7.4,6.3,81231,48,029,121111
20.3,35.5,34.5,2.8,3.5,0.0,27.1,9.0,1963,55.2,1829,12.6,64.8,1472,1.2,1.3,3.2,4.4,38731,8.0,19.1,0.0,4.0,0.4,54609,48,029,121112
24.0,46.9,36.3,3.4,1.5,0.4,8.7,3.6,2179,53.8,2414,10.3,28.6,1355,0.0,2.0,0.0,10.9,55257,5.3,8.8,0.0,3.6,0.4,94034,48,029,121115
14.4,33.2,24.2,3.1,9.8,2.0,16.4,8.1,2193,48.4,1988,15.8,54.2,1334,5.8,6.9,15.7,3.7,39523,2.2,6.4,0.0,4.7,0.0,70672,48,029,121116
18.4,38.4,31.3,3.3,3.0,0.0,12.8,11.1,2017,52.1,2079,10.3,51.1,1401,0.5,4.8,3.9,3.1,41411,3.6,4.7,0.0,7.4,1.3,78750,48,029,121117
16.4,37.9,24.9,3.4,3.5,0.0,13.1,5.6,2488,48.8,2409,5.2,49.7,1261,0.0,0.0,5.9,13.0,41700,4.6,0.6,0.0,1.5,2.7,72692,48,029,121118
16.5,42.4,29.9,1.1,6.5,0.0,9.7,4.1,2276,53.4,2275,8.6,38.0,1280,0.0,1.7,1.7,1.1,37891,2.8,1.3,0.0,4.0,3.0,82434,48,029,121119
14.2,39.0,27.5,3.0,7.8,1.7,14.3,18.6,1755,51.9,2075,9.6,33.0,1511,1.9,6.5,2.0,0.7,33375,12.2,0.2,0.0,13.8,0.1,77917,48,029,121120
20.9,41.3,35.5,11.4,1.8,2.0,16.5,4.5,1073,53.7,1333,4.7,0.8,-666666666,0.0,2.4,4.4,13.2,43096,9.9,1.0,0.0,2.8,0.0,119708,48,029,121121
21.0,42.7,35.9,2.1,3.8,0.1,12.8,5.6,1817,52.5,2208,7.6,9.9,2182,1.3,2.7,2.6,10.9,43694,7.2,3.9,0.0,4.1,0.4,112616,48,029,121122
14.4,36.6,20.0,0.0,5.2,0.8,13.2,3.2,2310,53.7,2343,9.6,58.8,1359,0.0,6.7,14.0,7.9,38012,3.3,4.6,0.0,3.2,2.3,72815,48,029,121123
27.3,50.9,36.1,3.5,8.8,0.0,3.5,3.3,1054,51.6,1064,6.5,12.8,1170,0.9,10.4,2.8,13.9,56042,3.1,0.0,0.0,3.3,4.2,121944,48,029,121124
12.1,33.9,23.7,11.1,11.7,0.0,22.3,13.7,1770,50.3,1705,22.9,52.8,1226,11.4,6.1,19.1,1.2,27189,18.5,3.7,0.0,9.2,0.7,47857,48,029,121203
16.7,39.6,25.8,4.7,3.7,1.5,28.8,17.2,4085,52.0,3705,20.6,70.3,1142,0.3,12.8,19.4,0.6,27455,5.0,12.9,0.0,16.8,0.0,47886,48,029,121204
14.1,32.2,28.7,7.0,2.1,0.4,22.7,16.0,1621,50.5,1508,19.1,52.8,1195,1.8,1.7,17.5,0.7,31262,9.1,8.3,0.0,15.1,0.0,60131,48,029,121205
17.5,35.5,32.3,5.6,2.2,0.4,17.5,2.4,2568,52.0,2924,18.8,20.8,1567,1.5,3.2,11.1,4.9,28587,8.3,2.1,0.0,2.4,2.1,66023,48,029,121206
28.3,42.4,41.3,4.4,5.8,1.6,27.2,8.5,2339,52.2,2657,16.1,16.5,1354,2.4,7.1,8.6,14.8,47148,6.6,4.7,0.0,5.7,2.3,82083,48,029,121300
10.3,36.0,18.2,5.9,4.5,0.2,31.9,12.2,2916,46.8,3855,19.8,25.2,1761,17.2,3.3,12.5,8.3,27275,16.7,4.9,0.0,12.2,1.0,79770,48,029,121402
9.8,33.4,24.5,7.7,5.7,0.0,21.9,28.5,2025,49.0,2281,23.0,53.0,1162,1.4,10.1,18.1,1.7,26187,11.8,8.1,0.3,27.1,0.9,52193,48,029,121403
13.4,31.5,35.1,18.1,4.2,0.0,31.1,30.0,2114,54.8,2255,24.2,60.8,833,10.1,3.0,26.2,0.0,17270,18.7,16.9,0.0,24.1,0.2,35750,48,029,121404
14.6,38.0,23.3,2.0,4.1,0.0,15.2,22.0,3689,52.5,4297,9.3,31.1,1415,1.1,3.4,1.5,10.3,41875,10.4,1.1,0.8,17.6,2.3,88931,48,029,121501
15.7,35.2,31.9,4.3,3.8,0.0,13.8,25.6,2885,60.3,3644,12.7,27.8,1376,10.8,10.1,9.6,5.1,30236,11.0,5.2,0.0,23.2,0.6,72837,48,029,121504
14.6,33.6,33.0,6.1,3.1,1.9,9.3,22.5,1749,51.1,2002,16.4,24.4,1660,21.8,2.0,10.7,7.9,31849,3.2,2.1,0.0,13.0,0.7,71861,48,029,121505
18.5,38.6,37.5,7.9,10.5,2.2,28.5,19.1,1747,51.8,2142,19.8,48.7,1311,0.0,4.3,14.0,7.3,31513,6.6,5.5,0.0,17.6,0.1,62083,48,029,121506
22.6,42.1,49.3,4.3,2.9,5.3,33.3,18.2,1667,49.9,2177,9.2,26.4,1514,16.1,6.7,10.2,4.8,31308,11.8,4.2,0.0,16.2,0.5,75991,48,029,121507
9.9,29.9,27.7,10.8,5.3,0.2,28.7,26.9,1278,55.1,1517,20.6,39.0,1176,4.9,7.9,24.5,0.7,19849,15.0,1.8,0.0,23.5,0.0,57619,48,029,121508
12.1,35.0,18.0,3.3,9.6,1.6,14.4,12.9,1944,45.5,1494,16.1,68.9,1107,0.0,6.0,15.0,5.6,33039,9.9,4.1,0.0,11.9,0.0,56329,48,029,121601
13.8,36.3,29.1,1.4,1.4,0.4,16.5,15.0,3526,55.9,3671,5.5,20.4,1205,0.0,2.5,1.4,5.8,37867,5.3,2.7,0.0,11.8,0.2,103000,48,029,121604
20.4,41.1,31.1,3.6,1.7,0.7,11.4,6.0,988,53.8,933,12.8,36.5,1626,0.0,4.2,3.2,3.3,37998,3.9,6.8,0.0,4.5,0.0,75956,48,029,121605
20.5,41.4,32.2,0.8,6.0,1.7,14.2,11.7,2082,52.1,1926,12.2,45.3,1412,0.0,8.7,3.8,2.6,40438,4.3,10.2,0.0,7.7,4.7,61917,48,029,121606
10.7,38.7,25.7,6.6,4.9,0.3,15.6,11.5,1792,43.3,1755,22.4,41.4,1484,0.0,0.0,8.6,12.7,41692,11.4,0.8,0.0,8.5,0.0,76351,48,029,121701
15.5,30.8,26.1,3.2,1.1,0.4,6.9,17.9,2601,53.8,2888,9.8,35.2,1347,3.2,0.0,10.8,11.1,37570,5.2,1.5,0.0,14.6,0.0,84110,48,029,121702
9.3,31.6,21.3,3.9,4.7,0.0,16.3,19.9,3414,53.1,4322,17.2,26.0,1730,12.0,3.0,5.9,4.5,30473,13.4,0.5,0.0,16.3,1.2,83660,48,029,121802
