DP05_0024PE,DP05_0018E,DP03_0066PE,DP02_0061PE,DP03_0009PE,DP03_0033PE,DP03_0028PE,DP05_0070PE,DP04_0076E,DP05_0003PE,DP03_0010PE,DP03_0099PE,DP04_0047PE,DP04_0134E,DP04_0014PE,DP04_0003PE,DP03_0119PE,DP03_0061PE,DP03_0088E,DP02_0115PE,DP04_0058PE,DP05_0044PE,DP05_0038PE,DP05_0039PE,DP03_0062E,state,county,tract
14.7,44.4,28.4,7.3,0.0,5.6,25.0,0.0,1207,51.1,1608,32.1,20.8,658,1.4,16.4,29.4,4.2,17654,40.6,3.7,0.0,0.0,0.0,45649,48,215,020206
13.9,38.1,34.9,25.8,6.4,0.0,39.6,0.0,871,51.3,1103,32.8,38.9,709,22.0,11.2,39.6,2.3,18087,35.5,6.1,0.0,0.0,0.0,33664,48,215,020207
18.3,36.6,40.7,13.5,13.3,3.3,24.0,0.0,1227,50.9,1772,32.8,20.5,820,2.4,6.7,21.6,7.0,20066,35.9,6.5,0.0,0.0,0.0,44844,48,215,020208
4.0,29.2,20.2,15.6,3.0,3.2,14.6,0.0,1016,48.4,1350,24.3,20.0,908,0.0,5.3,11.4,8.4,30642,32.9,3.7,0.0,0.0,0.1,90476,48,215,020209
20.1,45.3,37.0,12.1,10.5,0.7,18.8,0.0,1522,55.6,1880,30.5,17.5,775,30.2,13.4,23.3,2.4,21543,34.5,1.2,0.0,0.0,4.0,46389,48,215,020210
7.1,27.8,27.9,20.6,12.9,3.1,20.1,0.0,1449,51.7,1679,41.1,17.6,1132,25.8,0.0,12.5,0.0,19465,25.0,1.2,0.0,0.0,0.5,71757,48,215,020211
4.3,40.0,14.1,7.4,5.2,3.6,11.1,2.2,1141,45.2,1319,21.8,9.0,-666666666,0.0,0.0,1.4,30.1,61243,17.1,1.1,0.0,2.2,0.0,139129,48,215,020303
12.3,32.5,26.2,12.6,12.1,2.1,16.7,0.0,854,52.0,1166,23.6,23.8,1155,6.8,7.0,2.2,10.7,33509,30.3,2.6,0.0,0.0,0.0,92000,48,215,020304
13.2,37.5,29.8,5.4,5.4,0.9,3.0,0.0,1342,45.2,1088,10.0,28.5,940,15.0,17.0,4.8,12.2,46176,12.0,6.0,0.0,0.0,0.4,51415,48,215,020305
21.3,41.0,43.1,0.6,2.9,1.5,8.5,2.8,1672,56.7,1876,9.4,23.9,1083,3.3,8.6,5.2,9.2,39328,12.9,10.2,0.0,0.4,0.0,63462,48,215,020306
14.4,34.9,23.3,7.9,8.7,0.0,18.7,1.7,1858,49.6,2225,26.9,24.9,745,0.5,6.0,20.2,0.2,26535,17.1,5.9,0.0,1.6,0.5,68261,48,215,020307
29.9,38.1,46.1,14.5,4.1,0.9,12.7,0.8,1672,52.8,1666,28.8,38.9,805,6.4,20.8,15.7,2.8,22882,26.2,13.1,0.0,0.0,1.1,41755,48,215,020403
20.4,40.2,13.0,1.1,1.2,6.8,6.0,0.8,860,49.2,1260,29.1,32.8,1338,4.4,15.2,6.7,17.4,31614,27.5,0.0,0.0,0.8,0.0,74950,48,215,020405
6.6,25.8,11.2,4.3,8.5,0.0,11.2,2.2,2266,52.9,2879,22.7,9.3,1896,7.6,10.6,21.0,13.5,27148,23.9,0.4,0.0,2.2,0.0,57399,48,215,020406
19.2,37.7,37.1,5.0,12.6,0.0,9.3,0.6,961,45.4,1006,21.5,43.7,1110,26.7,7.6,6.0,7.5,28840,15.0,1.6,0.0,0.0,0.0,58821,48,215,020407
40.7,50.4,53.9,9.8,0.0,0.0,18.7,2.6,1064,52.5,969,30.1,25.9,943,41.5,28.6,24.3,0.0,23591,24.6,11.8,0.0,0.0,0.0,46765,48,215,020408
71.1,70.6,79.6,5.0,10.1,7.1,7.7,1.7,681,45.8,558,4.6,8.5,783,55.1,52.5,3.4,4.6,41986,9.8,4.4,0.0,1.0,0.0,48125,48,215,020409
33.1,53.5,47.9,9.4,5.1,0.0,30.2,0.0,890,51.3,785,28.1,47.2,698,25.4,15.2,20.5,0.0,18939,41.7,10.3,0.0,0.0,1.4,21462,48,215,020505
13.5,27.7,43.6,15.1,10.8,0.0,34.5,1.0,578,47.3,614,31.4,58.8,1115,12.2,18.9,14.0,1.4,17529,31.3,3.1,0.0,0.2,0.0,46607,48,215,020506
17.3,32.2,50.2,23.0,4.5,0.0,37.3,0.0,625,56.1,971,29.6,40.0,860,0.0,19.4,32.3,0.0,13525,45.1,25.1,0.0,0.0,0.0,23591,48,215,020507
15.5,30.6,37.8,12.6,8.8,4.3,25.3,3.2,606,57.9,1062,37.6,6.4,-666666666,0.0,9.4,13.4,11.7,20439,35.4,2.8,0.0,0.0,0.0,37355,48,215,020508
5.9,25.5,20.4,7.4,6.3,1.7,23.0,1.5,900,47.0,1096,41.9,53.4,940,0.0,0.0,42.2,1.3,15288,33.7,5.6,0.0,1.5,0.0,40851,48,215,020509
6.9,35.8,11.4,10.5,0.6,8.8,30.7,0.5,1040,46.3,1000,36.8,62.7,1270,0.0,14.1,10.4,8.1,33199,39.2,0.0,0.0,0.0,7.2,84405,48,215,020510
8.9,32.6,15.8,5.8,17.7,2.4,13.2,4.9,1197,49.0,1420,28.4,44.3,1103,0.0,3.7,23.8,5.4,29124,41.9,1.3,0.0,4.0,0.0,54646,48,215,020511
13.2,37.6,43.0,17.1,2.3,0.5,18.7,2.4,519,48.5,778,53.0,32.9,1147,0.0,15.9,21.5,0.0,20419,32.9,3.3,0.0,0.0,0.0,66250,48,215,020512
16.4,34.5,28.5,23.6,0.7,3.1,22.5,0.0,933,45.0,1308,44.8,40.9,1236,0.0,7.8,57.0,6.9,29955,59.6,10.9,0.0,0.0,0.5,19301,48,215,020513
21.1,34.7,33.4,22.8,3.3,0.0,31.4,0.7,710,47.2,701,35.0,65.9,827,0.0,21.6,37.9,0.0,12246,46.3,19.2,0.0,0.0,0.7,27237,48,215,020600
15.9,39.7,24.8,11.2,6.0,5.4,17.7,0.3,1304,55.6,1788,24.0,14.7,1448,0.0,7.3,16.7,3.5,27877,33.2,0.0,0.0,0.0,1.9,64537,48,215,020724
24.2,41.3,44.0,10.5,15.1,0.0,30.1,0.0,1193,50.3,1436,25.0,30.1,757,0.0,11.3,14.5,3.0,20201,29.8,6.8,0.0,0.0,0.0,34688,48,215,020725
5.6,23.4,16.9,6.5,9.3,0.8,15.6,0.0,1396,45.7,1608,19.4,17.0,1378,4.5,3.9,7.2,5.1,24966,18.9,0.0,0.0,0.0,0.3,78933,48,215,020727
11.3,41.1,14.5,14.9,6.6,3.5,23.9,0.0,704,49.8,834,48.7,40.5,905,0.0,12.0,3.5,10.9,33966,39.0,11.8,0.0,0.0,0.9,65800,48,215,020728
23.4,40.4,37.2,16.5,6.9,4.0,37.5,0.3,870,51.2,865,35.3,61.8,766,0.0,7.1,27.1,0.0,13711,55.4,21.6,0.0,0.0,0.0,25417,48,215,020729
23.1,37.5,39.0,6.9,9.3,0.0,25.8,0.0,954,48.4,1078,31.8,61.7,755,0.0,11.7,36.4,2.6,16022,41.4,18.3,0.0,0.0,0.0,26778,48,215,020730
12.5,32.2,11.1,17.9,6.6,0.0,36.6,3.0,914,55.3,1137,41.1,81.9,834,0.0,17.0,27.6,0.0,12764,47.3,3.0,0.0,3.0,0.0,35104,48,215,020731
17.8,36.0,32.2,7.0,5.4,0.0,23.5,3.1,1240,46.8,1393,25.0,11.4,1153,14.8,16.8,19.7,7.5,29579,30.1,0.0,0.0,2.1,0.0,58393,48,215,020732
21.7,43.2,38.0,9.4,3.2,0.0,16.8,0.0,953,60.2,1339,25.1,12.4,1369,4.4,7.0,10.8,4.3,27732,15.9,0.4,0.0,0.0,1.1,59229,48,215,020733
8.4,34.6,20.9,1.8,14.0,2.5,24.3,6.6,913,51.3,1111,23.1,11.6,1716,1.9,3.1,7.2,8.5,29637,17.4,8.0,0.0,0.0,3.3,79271,48,215,020734
10.0,27.2,19.9,33.7,3.0,3.6,47.7,0.0,874,52.5,1221,21.1,46.9,679,10.5,10.1,46.7,0.6,17522,42.7,3.3,0.0,0.0,2.4,-666666666,48,215,020735
10.3,33.8,20.6,2.7,5.6,10.2,29.0,0.5,617,56.9,920,25.1,47.8,979,0.0,14.4,13.3,5.5,23093,26.5,7.3,0.0,0.0,0.0,46589,48,215,020736
18.6,34.1,26.1,5.9,4.6,2.6,22.7,0.6,1587,46.2,1482,27.8,68.4,940,0.0,13.2,13.4,2.5,32350,28.5,14.0,0.0,0.6,0.0,74250,48,215,020804
11.9,37.1,21.8,20.0,4.7,0.6,21.3,0.3,1403,55.4,1559,19.0,61.5,979,0.0,13.4,28.5,1.1,29248,32.7,5.8,0.0,0.0,1.2,57290,48,215,020805
9.6,32.1,13.3,4.6,2.0,0.6,24.5,5.1,1492,53.7,1715,25.9,56.6,1133,0.5,6.9,28.0,9.7,29829,25.0,1.8,0.0,4.6,0.0,77905,48,215,020806
13.4,35.5,22.8,3.1,4.7,0.8,8.9,2.8,898,54.5,1030,25.5,41.9,1208,0.0,8.5,9.3,4.3,29362,15.0,3.3,0.0,1.8,0.0,68750,48,215,020807
14.4,34.3,33.0,5.7,4.2,0.0,20.9,0.0,893,55.4,1007,24.8,34.5,1076,1.1,12.9,14.5,4.5,27363,17.1,3.9,0.0,0.0,0.0,45633,48,215,020808
11.4,34.4,20.1,4.3,6.0,3.1,10.7,6.8,1709,45.8,1578,25.9,62.4,1184,4.4,14.1,8.1,7.9,42744,14.6,12.2,0.0,6.8,0.0,72255,48,215,020905
14.1,34.7,24.8,1.2,13.0,0.0,5.6,1.8,1081,53.7,1176,25.4,45.4,1379,0.0,15.9,1.8,21.3,71192,15.6,0.0,0.0,0.9,0.0,125083,48,215,020906
9.5,31.2,21.8,4.2,1.0,7.3,11.9,3.7,1114,44.2,1084,29.2,70.9,1136,0.9,13.0,7.1,4.2,29715,14.3,0.8,0.0,1.9,0.0,67714,48,215,020907
12.8,36.3,34.8,6.1,0.6,0.0,10.0,1.2,927,43.7,888,29.7,49.4,1008,14.0,4.6,26.4,7.6,27598,18.5,7.6,0.0,1.2,0.7,56250,48,215,020908
21.1,49.7,39.4,5.1,4.0,0.0,19.1,0.4,950,51.4,910,27.3,43.6,1222,0.0,16.0,5.5,11.2,44188,30.7,14.5,0.0,0.4,3.1,63707,48,215,020909
23.9,36.3,29.8,4.1,7.7,0.1,18.3,0.6,1078,50.0,1020,23.7,68.1,1094,0.0,15.8,6.6,2.9,33069,27.4,11.9,0.0,0.0,0.0,53750,48,215,020910
8.1,17.9,21.5,0.0,2.2,0.0,18.0,0.0,503,64.8,687,28.3,73.8,728,16.6,26.9,67.8,0.0,9284,49.0,7.0,0.0,0.0,0.1,15638,48,215,021001
28.4,51.1,43.3,15.7,6.8,1.1,30.4,1.5,804,51.8,822,25.4,38.2,622,19.7,19.8,24.9,0.0,21197,36.7,11.9,0.0,1.5,0.0,34605,48,215,021002
13.2,36.2,24.6,5.3,7.1,1.6,6.4,0.8,773,51.4,794,24.3,32.0,1322,1.7,13.6,16.2,1.2,27530,20.4,5.4,0.0,0.1,3.6,64922,48,215,021003
20.0,31.8,30.9,10.3,2.6,0.9,26.7,0.0,1235,59.0,1454,39.8,78.1,862,0.0,11.8,26.1,0.0,17361,56.2,26.7,0.0,0.0,0.0,31542,48,215,021100
18.4,35.2,23.0,7.2,1.6,0.0,15.3,1.7,1241,47.0,1332,20.2,41.7,1091,0.0,10.1,26.9,13.5,39794,23.6,7.9,0.0,1.7,0.0,74327,48,215,021201
8.7,28.2,24.1,6.9,0.9,0.4,17.5,1.7,1444,48.6,1568,13.9,38.9,1286,0.0,16.6,17.1,9.8,39314,28.4,1.7,0.0,0.0,0.0,90381,48,215,021203
23.7,34.6,17.9,3.7,5.2,0.7,19.1,0.0,1050,50.1,1195,28.4,79.8,1148,0.0,26.1,12.9,3.9,31801,25.5,2.5,0.0,0.0,1.5,69167,48,215,021204
14.9,28.3,35.9,8.0,17.9,1.6,27.8,0.0,958,49.9,1181,20.9,35.3,789,0.0,4.5,50.9,0.7,10608,36.4,13.6,0.0,0.0,0.0,27817,48,215,021306
9.1,29.4,18.1,8.9,3.3,3.3,10.8,0.9,1582,56.3,2263,34.0,38.1,1085,2.2,2.7,26.7,0.0,16372,28.6,8.5,0.0,0.9,0.0,53750,48,215,021307
8.0,25.4,23.9,16.0,8.7,6.4,15.4,1.4,806,47.6,876,32.5,54.2,739,3.5,8.2,39.5,6.1,18373,42.5,9.1,0.0,0.2,0.0,-666666666,48,215,021308
5.6,29.8,14.6,5.1,13.2,2.8,7.5,0.0,891,50.1,1210,35.5,19.0,860,0.0,8.2,23.0,3.8,20836,43.7,0.9,0.0,0.0,0.0,57835,48,215,021309
20.0,35.2,29.3,14.1,10.2,3.0,13.3,0.0,898,50.4,1319,26.0,9.5,1412,0.0,2.6,16.1,0.6,18944,48.6,2.3,0.0,0.0,0.0,50186,48,215,021310
15.5,34.0,18.8,10.3,1.1,3.7,20.6,0.0,1424,47.6,2137,21.0,9.8,826,5.2,6.0,22.1,10.0,22341,53.9,3.7,0.0,0.0,0.0,67384,48,215,021311
5.5,24.8,21.0,16.6,5.3,0.0,31.4,0.0,1131,53.9,1622,47.6,33.0,1160,2.4,4.1,15.0,11.7,20323,26.3,4.1,0.0,0.0,1.1,53520,48,215,021312
8.3,26.7,20.3,17.1,10.6,2.2,17.4,1.8,867,54.4,1484,24.0,34.1,792,0.9,6.0,39.8,6.0,13540,39.4,5.2,0.0,1.8,0.0,38074,48,215,021313
9.5,27.7,21.0,27.0,0.9,0.0,33.0,1.8,767,55.1,1440,26.7,18.8,972,2.5,7.8,42.9,0.0,13296,36.4,6.5,0.0,1.8,0.2,31597,48,215,021314
6.7,25.4,23.9,15.0,22.3,4.6,15.8,2.0,1138,47.1,1762,19.9,16.3,760,1.6,1.7,24.5,0.0,14235,40.4,5.8,0.0,0.0,0.1,68276,48,215,021315
10.9,31.5,18.0,11.7,11.5,4.7,24.6,0.0,1749,49.6,2005,34.0,62.9,786,5.6,11.4,33.1,0.8,18517,35.2,6.5,0.0,0.0,1.2,40223,48,215,021401
11.0,23.2,23.0,16.0,4.9,6.3,14.8,4.9,1254,58.2,1493,25.6,53.1,959,58.0,2.2,30.2,0.6,15780,39.4,4.5,0.0,4.9,0.0,37471,48,215,021405
15.2,32.7,39.2,4.4,1.6,1.4,7.6,0.3,959,58.5,1501,13.6,42.2,1526,0.0,0.0,9.9,15.5,32219,10.3,5.1,0.0,0.3,0.0,98128,48,215,021406
19.6,41.6,25.1,9.3,8.0,0.0,19.7,0.0,1075,54.6,1268,28.8,60.9,1079,40.2,29.0,8.1,1.7,22806,25.0,4.2,0.0,0.0,0.0,48580,48,215,021407
7.9,28.4,20.5,6.4,1.5,10.7,12.2,0.0,1437,48.1,1384,21.6,45.9,1163,0.0,20.8,26.9,4.7,25760,36.3,6.0,0.0,0.0,0.0,65322,48,215,021408
17.4,34.3,28.0,9.2,4.3,0.0,15.4,0.8,1031,50.0,1228,26.8,34.8,1096,43.9,30.7,18.7,10.6,26861,27.9,6.5,0.0,0.8,0.0,59583,48,215,021409
18.1,37.3,37.7,10.9,0.2,1.3,35.1,0.0,953,43.8,1036,29.1,41.4,692,0.0,17.1,36.2,1.6,15597,30.8,11.9,0.0,0.0,0.1,36461,48,215,021500
13.3,30.6,29.3,21.6,1.9,0.0,23.9,0.2,1161,50.7,1413,40.9,55.0,872,0.0,15.1,42.7,0.0,14515,28.4,18.7,0.0,0.2,0.0,35092,48,215,021600
5.7,27.0,22.9,14.0,4.7,0.0,22.9,0.2,1732,47.8,1730,38.9,53.4,1028,27.9,5.7,38.5,2.5,17398,26.3,3.1,0.0,0.2,0.0,39787,48,215,021703
13.4,34.3,32.4,10.0,6.8,3.6,29.1,1.0,1969,54.0,2396,32.7,35.6,1124,18.5,16.1,23.0,7.0,24447,24.4,1.6,0.0,0.6,0.1,62736,48,215,021704
10.9,30.1,19.7,10.0,7.7,1.8,24.5,0.0,1648,49.3,2089,35.7,41.9,1045,29.6,9.6,26.9,7.2,22017,25.9,3.4,0.0,0.0,0.0,59741,48,215,021705
3.6,30.6,9.7,10.8,4.3,16.1,11.5,1.2,1262,51.5,1384,22.2,26.3,1329,10.9,2.0,11.9,17.0,34079,17.2,1.0,0.0,0.0,0.2,75769,48,215,021706
11.5,28.0,38.0,21.1,7.3,0.0,20.7,0.0,655,48.9,768,41.9,26.6,767,57.8,39.1,42.0,0.0,19454,18.9,3.7,0.0,0.0,0.0,36836,48,215,021707
10.5,27.4,20.9,26.9,6.2,0.0,21.5,0.0,1400,48.8,1807,39.8,28.6,1110,14.9,10.5,17.1,2.9,17995,40.7,4.6,0.0,0.0,0.0,57850,48,215,021803
25.6,49.4,40.4,14.5,12.9,0.0,30.3,0.1,1330,49.5,1527,35.4,27.9,730,7.4,10.7,20.6,0.0,15182,43.9,6.6,0.0,0.1,0.0,41923,48,215,021804
11.6,31.9,26.6,25.1,3.0,1.4,35.8,0.0,1348,48.1,1774,29.5,18.2,1006,0.0,1.5,27.7,1.1,14257,37.0,0.0,0.0,0.0,0.0,51752,48,215,021807
12.8,28.7,26.9,12.1,10.5,2.1,32.7,0.2,1366,51.0,1856,38.9,16.0,1202,10.1,5.3,23.6,3.4,17707,31.8,2.8,0.0,0.0,0.0,46579,48,215,021808
16.2,34.3,27.2,15.7,10.2,7.4,15.2,0.0,1249,47.6,1395,26.5,12.9,935,4.8,8.7,26.9,1.7,17618,40.5,9.3,0.0,0.0,0.0,39094,48,215,021809
4.0,23.7,10.0,18.6,2.5,6.6,24.0,0.0,1180,52.5,1386,26.6,22.2,914,33.4,11.3,31.0,0.0,15828,34.8,5.9,0.0,0.0,0.0,43962,48,215,021810
13.0,25.6,31.2,13.0,8.1,4.2,26.0,0.0,1453,53.2,1795,27.8,32.7,576,14.7,13.5,30.9,1.9,17512,29.0,4.4,0.0,0.0,1.0,45225,48,215,021903
21.8,36.7,40.4,20.6,10.1,0.0,25.6,0.0,1375,54.7,1741,26.6,18.5,613,12.4,23.1,18.8,3.1,23413,19.4,3.3,0.0,0.0,0.0,59429,48,215,021904
14.3,36.5,27.2,23.8,22.4,0.0,39.9,0.0,1752,57.1,2581,32.4,19.9,777,33.1,24.7,37.7,0.0,15934,35.0,0.0,0.0,0.0,0.0,50292,48,215,021905
11.6,34.0,29.4,25.5,1.0,3.4,16.4,0.2,1367,48.8,1702,47.4,16.8,629,24.0,20.9,20.2,2.9,20582,34.4,0.6,0.0,0.0,0.7,53977,48,215,021906
15.1,35.4,29.9,22.5,3.7,0.0,23.7,1.0,1303,50.9,1597,32.4,36.8,810,0.0,11.9,22.6,0.6,16555,33.6,3.8,0.0,0.0,0.2,50953,48,215,022005
6.8,26.9,23.5,11.1,5.1,6.6,13.7,0.3,1790,46.5,2219,15.6,7.2,1150,21.5,4.9,18.1,4.3,24187,19.7,2.7,0.0,0.3,0.3,72606,48,215,022006
2.3,29.6,21.8,3.8,4.8,7.8,24.1,0.0,669,52.5,1088,23.1,19.1,-666666666,0.0,3.5,7.0,1.3,25648,26.6,0.0,0.0,0.0,0.0,117171,48,215,022007
20.7,45.1,33.0,26.3,21.9,0.0,17.8,0.9,1256,46.2,1236,33.3,29.7,636,51.7,18.5,50.9,1.0,19388,28.1,4.9,0.0,0.5,0.0,40171,48,215,022008
14.0,30.4,31.8,16.2,7.3,0.8,21.5,3.4,999,55.1,1659,28.0,15.0,-666666666,33.8,18.5,20.1,9.8,22856,21.8,1.4,0.0,3.4,0.0,80790,48,215,022009
11.2,28.3,30.0,13.5,5.9,0.8,27.6,6.7,1445,49.8,1932,38.6,23.6,811,63.0,30.7,16.8,1.9,19102,30.1,0.0,0.0,6.7,0.5,63301,48,215,022010
10.4,33.1,16.1,25.9,10.0,0.4,30.5,0.0,909,51.3,1231,39.3,16.9,683,15.6,10.4,24.2,9.0,19402,37.4,10.2,0.0,0.0,0.0,34487,48,215,022011
16.6,27.5,37.8,17.0,9.0,0.0,18.1,0.0,1063,57.1,1438,20.6,48.4,726,2.7,14.5,46.3,0.0,11069,28.9,10.8,0.0,0.0,0.0,21989,48,215,022105
17.6,26.4,42.0,10.6,1.7,5.1,21.6,0.5,1542,57.1,1952,26.4,43.8,683,35.8,24.6,32.2,2.3,17646,23.1,9.3,0.0,0.5,0.0,37935,48,215,022107
18.9,28.9,26.2,10.3,9.9,0.0,10.9,0.0,321,48.5,405,19.4,9.7,-666666666,0.0,8.0,1.6,0.0,25731,13.8,0.0,0.0,0.0,0.0,89261,48,215,022108
7.7,25.5,17.8,12.8,5.0,0.0,25.3,0.0,975,53.8,1334,22.3,28.1,641,24.0,7.1,38.6,7.8,19077,27.4,5.7,0.0,0.0,0.0,34509,48,215,022109
3.5,24.7,17.9,33.4,14.5,8.9,24.8,0.0,799,43.1,1247,42.8,17.8,379,21.9,2.7,38.8,0.0,12504,34.7,0.0,0.0,0.0,0.0,45903,48,215,022110
0.8,20.8,6.4,29.9,8.5,3.1,24.4,0.6,1924,43.1,2336,35.7,15.2,754,35.9,4.8,49.3,4.0,11605,45.5,0.0,0.0,0.4,0.3,35037,48,215,022111
12.1,30.2,22.3,12.6,3.5,0.0,42.0,0.0,824,53.2,1120,32.2,38.0,716,22.1,16.3,42.0,0.0,10974,47.0,3.2,0.0,0.0,3.9,33472,48,215,022112
25.9,40.2,40.0,18.5,3.6,0.0,23.4,0.6,1004,53.6,1075,12.4,40.2,777,53.1,19.2,26.0,1.1,19055,24.8,6.0,0.0,0.0,0.0,30543,48,215,022113
12.2,28.2,34.0,17.1,5.0,3.1,22.4,0.0,1446,50.6,1821,23.1,38.9,741,8.2,12.6,28.0,0.0,13755,28.8,12.8,0.0,0.0,0.0,38083,48,215,022203
7.9,23.7,25.9,16.2,8.8,2.5,37.3,1.3,1580,48.2,2102,34.0,13.9,904,16.9,14.9,29.6,4.9,17403,33.4,5.3,0.0,0.6,0.0,50670,48,215,022204
18.0,31.5,47.6,10.1,7.8,2.6,28.9,0.4,1104,46.5,1333,36.8,11.2,992,39.1,11.5,12.2,1.3,21611,30.3,6.7,0.0,0.0,0.0,57391,48,215,022205
7.6,23.0,27.1,5.5,2.0,7.8,24.2,0.0,827,48.6,1007,34.7,21.6,781,32.9,0.0,20.8,0.0,15273,42.3,1.8,0.0,0.0,0.2,47413,48,215,022206
16.4,33.0,25.7,5.5,3.6,0.5,12.5,0.0,2128,54.2,2368,22.8,61.6,941,3.8,21.4,25.7,0.0,25743,12.1,24.5,0.0,0.0,4.7,61053,48,215,022301
9.3,26.9,23.6,5.5,9.5,3.2,16.4,2.6,1613,47.9,2024,31.9,31.1,1341,0.0,9.1,12.4,9.1,30901,11.8,3.3,0.0,2.6,0.0,86350,48,215,022302
9.5,31.4,27.2,24.2,6.0,6.3,32.0,0.0,1292,48.8,1366,25.4,47.3,932,23.7,24.6,21.9,6.0,26539,32.9,5.9,0.0,0.0,0.0,51429,48,215,022401
8.6,30.0,21.1,6.7,10.4,4.0,23.7,0.1,2218,52.6,2748,21.6,25.8,1092,0.9,6.1,12.5,1.6,23441,17.9,0.6,0.0,0.0,1.3,67500,48,215,022402
12.0,27.5,27.4,13.7,11.2,0.0,29.6,2.1,1774,52.4,2255,32.4,38.3,627,4.5,11.9,33.9,0.6,15757,34.9,6.2,0.0,1.8,0.4,45615,48,215,022502
7.6,24.5,32.9,19.2,10.7,2.1,29.3,0.0,909,51.7,1413,35.4,11.9,763,12.3,13.4,30.2,4.2,13863,33.2,0.0,0.0,0.0,1.5,45321,48,215,022503
12.9,36.1,29.5,15.8,3.9,7.4,36.7,1.6,993,47.7,1330,38.5,30.5,1103,18.8,3.5,23.5,0.8,17446,33.9,12.0,0.0,1.6,2.2,39792,48,215,022504
13.9,37.4,24.9,11.2,9.0,0.0,32.1,0.0,696,47.4,758,31.5,44.7,763,0.0,14.5,31.2,0.9,17649,31.5,14.4,0.0,0.0,1.3,45556,48,215,022600
38.5,56.8,50.0,5.7,1.8,2.3,21.1,0.0,682,51.5,830,15.0,48.4,561,21.7,17.2,29.2,1.6,21536,21.8,18.9,0.0,0.0,0.2,-666666666,48,215,022703
25.6,39.8,26.3,7.3,9.2,4.4,15.8,0.0,1241,55.4,1552,14.4,27.3,1211,60.2,44.5,23.8,1.6,23719,21.2,13.0,0.0,0.0,0.5,56806,48,215,022704
28.5,42.7,51.9,13.1,6.8,0.0,14.4,0.0,876,43.4,801,16.0,9.9,-666666666,42.2,28.1,14.1,2.2,21074,27.8,4.0,0.0,0.0,1.1,40461,48,215,022705
16.9,30.6,40.6,9.3,6.1,10.7,36.9,1.6,1346,54.2,1578,15.2,49.6,904,52.8,30.5,19.8,2.7,21017,23.9,13.4,0.0,1.6,0.8,36561,48,215,022706
16.1,31.4,41.9,13.9,4.4,9.6,34.8,0.0,1216,48.1,1742,27.2,5.6,-666666666,8.6,5.2,34.8,8.7,17464,36.1,3.5,0.0,0.0,0.3,29429,48,215,022801
8.1,25.5,19.4,10.6,3.9,4.4,28.8,0.2,1065,55.5,1727,26.6,18.9,871,7.2,16.3,26.3,2.6,19609,27.8,3.2,0.0,0.2,0.0,52094,48,215,022802
22.5,39.2,38.0,10.5,3.5,4.2,21.4,2.4,1424,48.7,1438,20.1,28.2,1028,32.3,33.1,16.1,0.8,25599,23.4,6.7,0.0,2.4,0.0,46635,48,215,022900
15.7,32.3,33.1,12.0,7.3,2.0,27.3,0.0,2043,56.6,2475,27.1,47.1,554,5.2,5.8,29.0,0.3,18275,22.7,18.6,0.0,0.0,0.1,27813,48,215,023000
5.7,22.0,14.7,17.9,10.4,2.3,22.5,0.7,1951,49.9,2848,36.6,33.9,925,26.8,14.3,28.7,4.5,14253,39.0,5.3,0.0,0.1,0.6,43454,48,215,023103
13.4,27.2,29.6,12.9,13.2,5.1,26.9,0.0,1364,53.9,1770,25.6,34.4,718,11.7,14.1,40.5,2.1,12185,37.3,4.6,0.0,0.0,0.0,28912,48,215,023104
11.3,27.1,31.3,6.8,11.8,3.4,22.0,0.0,1326,49.4,2134,21.5,9.0,926,9.1,13.1,15.7,1.9,18554,23.8,1.1,0.0,0.0,0.0,67284,48,215,023105
5.9,26.6,14.3,35.1,24.9,8.2,42.5,0.6,788,53.8,1462,54.1,8.2,1183,11.6,14.0,34.5,0.0,9089,38.2,0.3,0.0,0.1,0.0,31553,48,215,023106
13.4,29.1,28.9,13.8,14.2,5.6,21.2,1.9,1384,55.0,1807,26.4,30.5,924,13.6,7.1,32.5,0.0,15296,40.8,3.9,0.0,0.0,0.0,37910,48,215,023516
7.8,27.9,32.9,14.7,6.5,8.4,25.0,0.0,1055,49.3,1480,29.0,13.6,872,21.1,15.7,24.0,0.0,17869,32.4,1.0,0.0,0.0,0.1,58906,48,215,023517
8.0,28.0,17.0,6.6,7.7,2.9,18.1,2.8,2778,52.6,3089,16.3,32.3,909,11.5,10.5,19.8,4.1,25752,18.4,3.1,0.0,2.8,0.4,60678,48,215,023518
7.5,32.5,25.0,2.8,7.3,6.1,10.3,0.0,629,56.1,703,13.8,10.2,-666666666,4.3,15.5,6.1,24.0,43983,16.0,2.5,0.0,0.0,0.2,116655,48,215,023519
9.5,25.5,33.6,11.5,5.4,1.3,26.2,0.1,1004,51.8,1293,37.6,19.3,830,25.8,1.5,29.8,1.5,14185,37.5,4.1,0.0,0.0,0.0,36210,48,215,023520
12.1,29.8,29.7,13.3,8.2,1.3,27.4,0.0,1584,53.0,1977,28.9,26.8,629,22.9,8.5,32.2,2.5,18646,42.1,7.6,0.0,0.0,0.5,43302,48,215,023521
7.9,31.9,18.7,8.2,5.7,0.1,17.7,1.6,1442,45.1,1543,15.4,24.2,1316,27.4,2.9,11.9,7.8,25811,20.5,2.8,0.0,1.6,1.0,61154,48,215,023522
